1	1	1	211.962
1	1	2	215.034
1	1	3	211.491
2	1	1	0
2	1	2	220.151
2	1	3	219.212
2	1	4	213.818
2	1	5	208.5
2	1	6	230.254
2	1	7	216.326
3	1	1	216.376
3	1	2	203.091
3	1	3	230.647
3	1	4	205.728
3	1	5	204.569
3	1	6	214.44
4	1	1	210.456
4	1	2	214.266
4	1	3	215
4	1	4	200.311
4	1	5	198.432
4	1	6	224.347
5	1	1	225.252
5	1	2	217.712
1	2	1	194.696
1	2	2	189.488
1	2	3	210.675
2	2	1	0
2	2	2	217.816
2	2	3	206.351
2	2	4	200.552
2	2	5	211.125
2	2	6	206.848
2	2	7	220.405
3	2	1	201.395
3	2	2	204.18
3	2	3	202.317
3	2	4	193.27
3	2	5	184.996
3	2	6	193.885
4	2	1	202.203
4	2	2	202.065
4	2	3	195.558
4	2	4	192.941
4	2	5	195.224
4	2	6	213.893
5	2	1	188.973
5	2	2	217.215
1	3	1	236.192
1	3	2	236.959
1	3	3	234.824
2	3	1	0
2	3	2	273.915
2	3	3	256.721
2	3	4	232.006
2	3	5	238.767
2	3	6	236.379
2	3	7	229.279
3	3	1	216.045
3	3	2	213.1
3	3	3	219.111
3	3	4	225.437
3	3	5	222.858
3	3	6	357.516
4	3	1	226.445
4	3	2	225.648
4	3	3	216.107
4	3	4	211.727
4	3	5	217.028
4	3	6	259.467
5	3	1	235.834
5	3	2	223.841
1	4	1	218.003
1	4	2	213.508
1	4	3	196.757
2	4	1	0
2	4	2	222.093
2	4	3	212.13
2	4	4	208.959
2	4	5	224.902
2	4	6	211.27
2	4	7	205.425
3	4	1	200.33
3	4	2	224.298
3	4	3	207.273
3	4	4	211.25
3	4	5	204.923
3	4	6	201.438
4	4	1	198.39
4	4	2	218.803
4	4	3	197.235
4	4	4	200.116
4	4	5	202.567
4	4	6	205.963
5	4	1	213.197
5	4	2	215.784
1	5	1	269.516
1	5	2	261.08
1	5	3	263.497
2	5	1	0
2	5	2	263.981
2	5	3	265.846
2	5	4	261.799
2	5	5	286.336
2	5	6	262.68
2	5	7	252.686
3	5	1	248.559
3	5	2	252.679
3	5	3	240.034
3	5	4	229.601
3	5	5	238.148
4	5	1	238.172
4	5	2	245.02
4	5	3	249.599
4	5	4	259.264
4	5	5	239.433
